GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED,season,group_size
Lineups,-203501-1628971-,T. Hardaway Jr. - B. Brown,1610612743,DEN,61,37,24,0.607,1093.0,114.4,113.5,115.3,115.4,-0.9,-1.9,0.647,1.94,18.7,0.29,0.706,0.506,0.134,0.548,0.593,101.2,101.55,84.63,2303,0.498,2,26,4498,1452,68,1550,3287,2390,2110,1591,1693,2787,1894,1953,1824,1820,1450,3053,2134,3279780,2025-26,2
Lineups,-1629130-1641709-,D. Robinson - A. Thompson,1610612765,DET,54,40,14,0.741,1083.0,118.1,119.9,109.1,110.0,9.1,9.9,0.63,2.09,19.7,0.355,0.724,0.543,0.138,0.565,0.593,102.2,100.99,84.16,2279,0.551,75,7,3608,654,69,641,2238,996,2490,1093,1018,1159,1341,822,2033,1230,1448,3283,996,3249665,2025-26,2
Lineups,-1626162-1630178-,K. Oubre Jr. - T. Maxey,1610612755,PHI,38,21,17,0.553,1083.0,114.3,115.6,111.7,114.2,2.6,1.4,0.593,1.89,17.5,0.292,0.656,0.477,0.128,0.535,0.582,101.9,100.23,83.52,2262,0.506,621,557,3953,1877,70,1160,3064,1901,3319,1739,2612,2708,3485,3249,1402,2306,1903,3551,1946,3249175,2025-26,2
Lineups,-1631108-1642843-,M. Christie - C. Flagg,1610612742,DAL,46,16,30,0.348,1081.0,110.8,110.4,114.9,115.5,-4.1,-5.1,0.577,1.86,17.5,0.257,0.697,0.483,0.128,0.546,0.579,103.0,102.94,85.78,2315,0.484,291,868,4698,3062,71,2141,3298,2781,3593,1838,2540,3615,2222,3025,1405,1904,2018,2449,2490,3242030,2025-26,2
Lineups,-1629008-1641730-,M. Porter Jr. - N. Clowney,1610612751,BKN,46,13,33,0.283,1071.0,111.0,112.8,114.7,115.7,-3.7,-2.9,0.702,1.9,19.9,0.266,0.705,0.481,0.147,0.546,0.584,100.0,98.81,82.34,2209,0.477,291,1169,4743,3460,72,1668,3317,2506,1096,1726,971,3397,1952,3091,2701,1901,1798,3972,2633,3214050,2025-26,2
Lineups,-1630530-1642847-,T. Murphy III - J. Fears,1610612740,NOP,54,15,39,0.278,1071.0,110.8,111.3,119.4,118.7,-8.6,-7.5,0.616,1.75,18.1,0.318,0.695,0.497,0.146,0.528,0.567,103.1,103.14,85.95,2310,0.463,75,955,4789,3470,73,1970,3733,3050,2820,2268,2094,2002,2286,2437,2657,2622,2537,2375,2949,3213965,2025-26,2
Lineups,-203952-1630558-,A. Wiggins - D. Mitchell,1610612748,MIA,46,24,22,0.522,1054.0,114.8,115.8,110.8,111.1,4.0,4.7,0.668,2.28,20.0,0.26,0.709,0.485,0.124,0.556,0.589,105.6,104.96,87.47,2313,0.523,291,404,4385,2058,74,1128,2470,1521,1619,714,844,3539,1791,2949,1181,1515,1602,1595,1533,3162360,2025-26,2
Lineups,-1631101-1641739-,S. Sharpe - T. Camara,1610612757,POR,48,22,26,0.458,1052.0,110.8,112.0,114.3,114.0,-3.4,-2.0,0.593,1.43,16.8,0.349,0.683,0.514,0.166,0.536,0.571,104.8,104.37,86.98,2277,0.469,218,502,4596,2610,75,1843,3023,2404,3314,3277,3097,1249,2688,1616,3529,2274,2377,1857,2795,3155960,2025-26,2
Lineups,-1626164-1628415-,D. Booker - D. Brooks,1610612756,PHX,37,24,13,0.649,1047.0,114.1,115.5,111.5,113.5,2.6,2.0,0.566,1.6,16.9,0.315,0.672,0.492,0.146,0.544,0.587,103.0,101.47,84.56,2215,0.509,681,404,3485,1141,76,1181,2921,1816,3779,2736,3039,2082,3016,2656,2618,1999,1708,3093,1852,3139790,2025-26,2
Lineups,-1626220-1631221-,R. O'Neale - C. Gillespie,1610612756,PHX,60,34,26,0.567,1038.0,109.3,108.9,112.9,110.7,-3.6,-1.8,0.637,1.72,18.2,0.289,0.687,0.48,0.148,0.542,0.568,100.6,101.78,84.81,2216,0.475,8,71,4596,1767,77,2439,2372,2366,2326,2336,2013,2812,2554,3165,2719,2047,2473,2954,2687,3114850,2025-26,2
Lineups,-203952-1626181-,A. Wiggins - N. Powell,1610612748,MIA,46,25,21,0.543,1037.0,114.7,115.8,112.9,113.2,1.8,2.6,0.645,2.09,19.2,0.278,0.706,0.489,0.129,0.551,0.588,107.4,106.77,88.98,2315,0.513,291,359,4307,1941,78,1146,2864,1751,2158,1076,1347,3081,1929,2749,1455,1694,1641,1032,1764,3111975,2025-26,2
Lineups,-1630178-1631230-,T. Maxey - D. Barlow,1610612755,PHI,49,28,21,0.571,1034.0,112.6,113.5,111.5,112.4,1.0,1.1,0.589,1.92,17.6,0.287,0.686,0.479,0.127,0.528,0.568,101.5,100.67,83.89,2165,0.499,190,243,4307,1705,79,1540,2719,1934,3390,1634,2521,2856,2594,3178,1365,2648,2505,3415,2118,3101225,2025-26,2
Lineups,-1629130-1631105-,D. Robinson - J. Duren,1610612765,DET,48,35,13,0.729,1033.0,118.7,121.3,108.4,108.6,10.3,12.7,0.635,2.22,19.7,0.351,0.727,0.54,0.129,0.556,0.591,103.2,102.0,85.0,2197,0.564,218,57,3485,692,80,519,1955,767,2363,823,1065,1212,1293,874,1459,1517,1533,2862,828,3100270,2025-26,2
Lineups,-1630163-1642851-,L. Ball - K. Knueppel,1610612766,CHA,52,29,23,0.558,1033.0,120.5,123.1,113.3,112.8,7.2,10.3,0.676,2.07,20.1,0.359,0.733,0.542,0.143,0.578,0.611,101.9,101.07,84.22,2186,0.535,115,210,4442,1824,81,434,2792,950,1500,1129,811,1095,1151,828,2479,876,921,3239,1290,3098875,2025-26,2
Lineups,-1626164-1626220-,D. Booker - R. O'Neale,1610612756,PHX,45,28,17,0.622,1030.0,113.2,112.7,112.6,112.7,0.6,-0.1,0.598,1.58,17.3,0.308,0.672,0.489,0.151,0.549,0.587,102.7,102.87,85.72,2221,0.502,324,243,3953,1354,82,1711,2783,2130,3230,2796,2749,2273,3002,2740,2920,1799,1669,2473,2020,3090125,2025-26,2
Lineups,-1629028-1629029-,D. Ayton - L. Dončić,1610612747,LAL,45,28,17,0.622,1019.0,113.7,114.3,115.7,116.3,-2.0,-2.0,0.611,1.75,19.0,0.259,0.73,0.503,0.149,0.576,0.608,101.6,101.09,84.24,2147,0.497,324,243,3953,1354,83,1384,3418,2403,2925,2272,1494,3573,1201,2028,2796,923,1000,3232,2181,3056920,2025-26,2
Lineups,-1626157-1628404-,K. Towns - J. Hart,1610612752,NYK,49,33,16,0.673,1015.0,115.7,116.1,109.5,109.6,6.2,6.5,0.676,2.13,20.4,0.286,0.748,0.517,0.136,0.565,0.597,101.4,101.16,84.3,2147,0.54,190,91,3858,900,84,1095,2140,1331,1501,1002,700,2867,924,1509,1968,1212,1329,3198,1189,3046190,2025-26,2
Lineups,-1628983-1629652-,S. Gilgeous-Alexander - L. Dort,1610612760,OKC,43,33,10,0.767,1015.0,118.1,117.8,103.5,104.8,14.6,13.0,0.546,2.19,17.5,0.248,0.696,0.486,0.108,0.563,0.603,102.3,101.77,84.81,2153,0.576,409,91,3072,531,85,845,1353,751,3983,892,2570,3813,2249,2884,690,1277,1125,2955,674,3045575,2025-26,2
Lineups,-1628401-1630573-,D. White - S. Hauser,1610612738,BOS,57,38,19,0.667,1010.0,119.5,120.3,106.9,106.9,12.6,13.4,0.611,2.41,19.0,0.32,0.706,0.517,0.113,0.565,0.593,97.6,97.25,81.04,2050,0.564,33,18,4157,903,86,587,1657,728,2905,545,1460,1957,1893,1488,810,1208,1439,4284,822,3028960,2025-26,2
Lineups,-1628389-1630558-,B. Adebayo - D. Mitchell,1610612748,MIA,43,22,21,0.512,1006.0,113.9,114.4,107.6,107.8,6.3,6.5,0.676,2.22,19.9,0.262,0.75,0.503,0.126,0.547,0.582,105.2,104.91,87.43,2205,0.534,409,502,4307,2108,87,1372,1811,1329,1491,822,962,3495,920,2052,1323,1838,1901,1622,1306,3017585,2025-26,2
Lineups,-201935-1627739-,J. Harden - K. Dunn,1610612746,LAC,44,21,23,0.477,1003.0,117.0,118.5,114.7,115.5,2.3,3.1,0.605,1.77,18.4,0.286,0.697,0.498,0.144,0.567,0.613,98.3,97.34,81.11,2024,0.51,366,557,4442,2542,88,754,3299,1698,3056,2161,1865,2871,2215,2412,2514,1154,891,4270,1844,3007605,2025-26,2
Lineups,-1631096-1641717-,C. Holmgren - C. Wallace,1610612760,OKC,54,42,12,0.778,1002.0,116.6,116.2,101.0,101.5,15.5,14.7,0.585,2.06,18.3,0.268,0.723,0.507,0.122,0.566,0.603,102.6,102.54,85.45,2147,0.586,75,3,3347,502,89,1069,1016,649,3481,1157,1967,3349,1377,1895,1128,1204,1133,2597,590,3007245,2025-26,2
Lineups,-202696-1641824-,N. Vučević - M. Buzelis,1610612741,CHI,48,23,25,0.479,1001.0,113.1,112.5,114.5,115.3,-1.5,-2.7,0.69,2.16,20.7,0.26,0.734,0.507,0.135,0.562,0.591,103.5,103.4,86.17,2156,0.503,218,433,4546,2530,90,1733,3257,2494,1276,950,585,3524,1112,1897,1900,1331,1525,2278,2017,3001805,2025-26,2
Lineups,-1628368-1630577-,D. Fox - J. Champagnie,1610612759,SAS,52,38,14,0.731,997.0,120.1,119.3,109.2,108.5,10.9,10.9,0.646,2.33,19.7,0.28,0.7,0.501,0.119,0.581,0.614,103.4,104.06,86.72,2151,0.551,115,18,3608,687,91,682,1943,906,2124,663,1075,3032,2131,2109,997,823,861,1989,1003,2989745,2025-26,2
Lineups,-202695-1627739-,K. Leonard - K. Dunn,1610612746,LAC,47,26,21,0.553,988.0,116.7,117.3,112.3,113.4,4.4,3.8,0.599,1.8,18.7,0.266,0.711,0.497,0.143,0.572,0.612,98.0,97.28,81.06,2000,0.521,252,323,4307,1875,93,903,2908,1618,3211,2051,1686,3393,1727,2428,2375,1013,907,4280,1578,2962850,2025-26,2
Lineups,-1628970-1631217-,M. Bridges - M. Diabaté,1610612766,CHA,54,29,25,0.537,988.0,118.3,120.3,110.1,110.1,8.2,10.2,0.659,1.96,19.2,0.36,0.715,0.538,0.143,0.564,0.6,98.4,97.63,81.36,1999,0.535,75,210,4546,1973,92,586,2254,967,1900,1533,1315,1071,1579,915,2468,1255,1208,4219,1289,2965420,2025-26,2
Lineups,-1627759-1629674-,J. Brown - N. Queta,1610612738,BOS,52,33,19,0.635,987.0,114.9,116.2,108.0,108.3,6.9,7.9,0.567,1.96,17.9,0.327,0.706,0.524,0.129,0.553,0.579,98.2,97.56,81.3,2000,0.543,115,91,4157,1264,94,1071,1894,1171,3763,1513,2296,1777,1892,1264,1441,1628,2038,4229,1143,2961020,2025-26,2
Lineups,-1641730-1642856-,N. Clowney - E. Dëmin,1610612751,BKN,47,13,34,0.277,986.0,110.0,111.5,115.9,116.0,-5.9,-4.5,0.703,1.82,19.7,0.271,0.708,0.479,0.153,0.543,0.577,100.3,99.64,83.03,2048,0.463,252,1169,4752,3477,95,1919,3371,2694,1077,2014,1076,3267,1829,3207,3003,2009,2103,3755,2944,2957635,2025-26,2
Lineups,-201935-1627826-,J. Harden - I. Zubac,1610612746,LAC,38,15,23,0.395,980.0,113.9,116.5,115.8,117.0,-1.9,-0.5,0.594,1.64,18.2,0.297,0.701,0.505,0.154,0.558,0.601,100.2,98.58,82.15,2017,0.498,621,955,4442,2922,96,1037,3542,2195,3294,2625,2015,2591,2078,1962,3079,1430,1193,4025,2145,2939055,2025-26,2
Lineups,-1629674-1630202-,N. Queta - P. Pritchard,1610612738,BOS,57,37,20,0.649,979.0,115.7,117.1,108.2,107.8,7.5,9.2,0.59,2.1,18.5,0.32,0.708,0.521,0.125,0.557,0.584,96.7,96.29,80.24,1958,0.546,33,26,4234,1139,97,935,1805,1062,3367,1055,1835,1953,1816,1375,1227,1475,1813,4393,1081,2935680,2025-26,2
Lineups,-1630180-1642852-,S. Bey - D. Queen,1610612740,NOP,55,18,37,0.327,977.0,112.8,113.0,119.2,118.9,-6.4,-5.9,0.613,1.89,18.1,0.277,0.674,0.477,0.132,0.53,0.58,103.5,103.55,86.29,2101,0.475,61,736,4776,3278,98,1635,3757,2873,2869,1759,2150,3105,2952,3258,1656,2547,1978,2214,2682,2930805,2025-26,2
Lineups,-1630230-1642843-,N. Marshall - C. Flagg,1610612742,DAL,48,17,31,0.354,974.0,109.2,108.1,114.6,114.4,-5.5,-6.4,0.581,1.85,17.0,0.27,0.693,0.485,0.126,0.525,0.565,103.9,104.48,87.07,2119,0.474,218,795,4721,3045,99,2583,3109,2925,3561,1907,2954,3306,2356,2914,1305,2729,2599,1811,2692,2920575,2025-26,2
Lineups,-201935-1628381-,J. Harden - J. Collins,1610612746,LAC,41,18,23,0.439,973.0,115.8,118.4,114.8,116.1,1.0,2.4,0.599,1.69,18.2,0.298,0.703,0.507,0.15,0.559,0.606,99.6,97.88,81.57,1984,0.509,489,736,4442,2692,100,765,3386,1773,3215,2431,1994,2584,1998,1880,2825,1409,1038,4185,1857,2920185,2025-26,2
Lineups,-1629029-1631222-,L. Dončić - J. LaRavia,1610612747,LAL,49,31,18,0.633,971.0,117.9,117.8,117.1,118.1,0.8,-0.3,0.601,1.76,18.1,0.314,0.718,0.523,0.143,0.574,0.613,101.9,101.46,84.55,2057,0.508,190,145,4066,1271,101,843,3658,2158,3117,2208,2119,2102,1506,1310,2491,973,881,3099,1898,2913780,2025-26,2
Lineups,-203924-1641739-,J. Grant - T. Camara,1610612757,POR,47,21,26,0.447,970.0,117.2,117.4,114.5,114.5,2.7,2.9,0.623,1.64,18.0,0.346,0.68,0.511,0.156,0.565,0.601,104.9,104.81,87.34,2110,0.503,252,557,4596,2649,102,879,3113,1715,2680,2632,2196,1301,2792,1736,3195,1229,1185,1662,2004,2911225,2025-26,2
Lineups,-1626181-1630558-,N. Powell - D. Mitchell,1610612748,MIA,39,22,17,0.564,968.0,114.4,116.1,108.3,109.0,6.1,7.1,0.667,2.1,20.0,0.268,0.717,0.495,0.134,0.556,0.592,107.7,106.53,88.77,2150,0.538,576,502,3953,1780,103,1079,2040,1251,1625,1056,850,3348,1540,2523,1832,1505,1499,1084,1239,2904930,2025-26,2
Lineups,-1628398-1631157-,K. Kuzma - R. Rollins,1610612749,MIL,55,23,32,0.418,965.0,111.8,110.8,116.3,116.0,-4.5,-5.2,0.649,2.06,19.5,0.22,0.685,0.458,0.13,0.573,0.594,101.0,101.58,84.65,2034,0.471,61,433,4736,2792,105,2062,3373,2796,2062,1149,1146,4106,2631,3810,1524,992,1406,3044,2763,2894785,2025-26,2
Lineups,-1628970-1630163-,M. Bridges - L. Ball,1610612766,CHA,48,27,21,0.563,965.0,119.3,120.9,114.1,114.1,5.2,6.8,0.667,2.2,20.2,0.32,0.724,0.521,0.133,0.574,0.605,101.2,100.56,83.8,2028,0.527,218,284,4307,1786,106,548,3032,1298,1624,891,804,1955,1363,1357,1703,976,1062,3454,1455,2894050,2025-26,2
Lineups,-1628983-1641717-,S. Gilgeous-Alexander - C. Wallace,1610612760,OKC,50,39,11,0.78,965.0,119.3,118.9,102.4,103.1,16.8,15.7,0.568,2.17,18.1,0.247,0.712,0.494,0.113,0.576,0.617,103.7,103.5,86.25,2084,0.587,167,9,3208,501,104,731,1166,606,3758,928,2090,3823,1709,2569,823,924,813,2244,584,2895430,2025-26,2
Lineups,-203501-1627750-,T. Hardaway Jr. - J. Murray,1610612743,DEN,57,34,23,0.596,961.0,122.0,122.1,117.6,116.7,4.5,5.4,0.616,2.1,18.8,0.289,0.702,0.505,0.124,0.588,0.633,101.5,101.84,84.87,2052,0.527,33,71,4442,1577,107,488,3504,1443,2806,1065,1588,2793,2052,1954,1207,733,564,2927,1460,2881685,2025-26,2
Lineups,-1628415-1631109-,D. Brooks - M. Williams,1610612756,PHX,45,28,17,0.622,957.0,113.2,114.0,113.3,115.1,-0.1,-1.1,0.576,1.67,17.2,0.291,0.672,0.479,0.142,0.541,0.582,102.9,101.72,84.77,2032,0.493,324,243,3953,1354,108,1445,3229,2276,3624,2505,2856,2750,3004,3205,2325,2097,1902,2981,2264,2872215,2025-26,2
Lineups,-1630171-1641824-,I. Okoro - M. Buzelis,1610612741,CHI,53,24,29,0.453,953.0,112.1,112.0,117.0,118.8,-4.9,-6.8,0.705,1.99,20.7,0.249,0.723,0.494,0.146,0.566,0.595,104.5,103.68,86.4,2053,0.477,94,404,4679,2638,109,1834,3749,2976,1048,1453,608,3799,1368,2550,2647,1196,1370,2161,2637,2859810,2025-26,2
Lineups,-1629652-1631096-,L. Dort - C. Holmgren,1610612760,OKC,48,36,12,0.75,949.0,117.1,116.9,104.6,104.4,12.5,12.4,0.566,1.97,18.1,0.267,0.715,0.506,0.125,0.569,0.604,102.0,102.19,85.16,2018,0.566,218,41,3347,551,110,964,1302,793,3773,1489,2139,3388,1574,1922,1299,1106,1095,2768,783,2847090,2025-26,2
Lineups,-1630166-1642270-,D. Avdija - D. Clingan,1610612757,POR,44,23,21,0.523,946.0,114.1,114.9,117.4,118.6,-3.3,-3.8,0.616,1.48,17.2,0.393,0.699,0.54,0.169,0.538,0.574,102.9,102.05,85.04,2020,0.475,366,433,4307,2055,111,1276,3719,2605,2810,3147,2838,663,2161,868,3675,2193,2237,2835,2668,2838970,2025-26,2
Lineups,-1630230-1631108-,N. Marshall - M. Christie,1610612742,DAL,53,19,34,0.358,942.0,110.4,108.8,115.4,114.7,-5.0,-5.9,0.563,1.59,16.6,0.257,0.71,0.491,0.14,0.548,0.586,103.9,104.96,87.47,2054,0.473,94,691,4752,3032,112,2469,3152,2869,3808,2777,3228,3613,1758,2692,2207,1831,1718,1592,2730,2825480,2025-26,2
Lineups,-1626162-1642845-,K. Oubre Jr. - V. Edgecombe,1610612755,PHI,38,21,17,0.553,940.0,115.8,116.5,113.4,115.8,2.4,0.7,0.595,1.87,17.8,0.304,0.653,0.483,0.133,0.544,0.589,101.5,100.11,83.43,1962,0.505,621,557,3953,1877,113,1027,3344,1985,3270,1805,2348,2395,3549,3041,1693,1962,1583,3600,1969,2820630,2025-26,2
Lineups,-1631105-1641709-,J. Duren - A. Thompson,1610612765,DET,48,34,14,0.708,939.0,118.6,120.7,107.0,107.2,11.7,13.5,0.632,2.09,19.4,0.381,0.721,0.55,0.137,0.554,0.587,102.1,101.12,84.27,1971,0.568,218,71,3608,784,114,559,1697,719,2428,1087,1208,783,1444,679,1988,1600,1667,3218,766,2818210,2025-26,2
Lineups,-1627739-1627826-,K. Dunn - I. Zubac,1610612746,LAC,43,17,26,0.395,935.0,113.2,114.8,114.8,116.3,-1.6,-1.4,0.604,1.66,18.3,0.304,0.716,0.516,0.153,0.556,0.596,99.6,98.27,81.89,1922,0.499,409,795,4596,2920,116,1279,3412,2313,3076,2574,1972,2408,1547,1537,3031,1538,1347,4101,2120,2805380,2025-26,2
Lineups,-1629656-1642845-,Q. Grimes - V. Edgecombe,1610612755,PHI,52,29,23,0.558,935.0,111.3,111.5,109.8,110.8,1.5,0.7,0.604,1.67,16.9,0.326,0.669,0.498,0.142,0.525,0.57,101.8,101.24,84.37,1979,0.502,115,210,4442,1824,115,1920,2410,1988,3064,2501,3014,1815,3074,2409,2342,2715,2416,3171,2021,2805620,2025-26,2
Lineups,-1641708-1642263-,A. Thompson - R. Sheppard,1610612745,HOU,58,36,22,0.621,934.0,113.2,113.3,108.3,106.5,4.9,6.8,0.586,1.63,17.0,0.397,0.692,0.545,0.15,0.529,0.561,99.3,100.16,83.46,1961,0.538,26,41,4385,1367,118,1594,1598,1299,3452,2645,2999,635,2405,782,2869,2579,2755,3578,1228,2800700,2025-26,2
Lineups,-202699-1630595-,T. Harris - C. Cunningham,1610612765,DET,43,31,12,0.721,934.0,116.9,118.5,109.4,108.7,7.5,9.8,0.622,2.11,19.0,0.357,0.733,0.543,0.13,0.547,0.582,103.2,102.82,85.68,2007,0.545,409,145,3347,732,117,757,1979,1006,2695,1034,1481,1130,1127,814,1545,1841,1915,2500,1097,2801130,2025-26,2
Lineups,-203935-1629029-,M. Smart - L. Dončić,1610612747,LAL,44,27,17,0.614,933.0,117.2,117.8,112.1,112.6,5.2,5.2,0.618,1.95,19.5,0.27,0.739,0.516,0.139,0.585,0.618,101.5,100.99,84.16,1961,0.532,366,284,3953,1413,120,835,2765,1458,2761,1558,1169,3285,1040,1560,2103,772,792,3279,1351,2798970,2025-26,2
Lineups,-1629611-1629651-,T. Mann - N. Claxton,1610612751,BKN,45,11,34,0.244,933.0,108.4,110.3,119.3,120.4,-10.9,-10.1,0.688,1.82,19.2,0.275,0.678,0.469,0.148,0.531,0.568,99.8,98.52,82.1,1914,0.441,324,1391,4752,3679,119,2161,3923,3333,1308,1989,1312,3149,2849,3512,2763,2510,2480,4044,3359,2800385,2025-26,2
Lineups,-1629651-1642856-,N. Claxton - E. Dëmin,1610612751,BKN,47,13,34,0.277,931.0,107.5,109.3,117.7,117.9,-10.2,-8.5,0.71,1.85,19.7,0.269,0.702,0.472,0.151,0.531,0.562,99.7,98.84,82.37,1915,0.441,252,1169,4752,3477,121,2363,3646,3164,971,1879,1015,3327,2049,3419,2898,2483,2727,3962,3369,2792150,2025-26,2
Lineups,-1629628-1630193-,R. Barrett - I. Quickley,1610612761,TOR,37,23,14,0.622,930.0,116.4,117.2,112.0,113.1,4.4,4.0,0.674,2.38,20.7,0.274,0.691,0.489,0.123,0.563,0.598,101.8,100.89,84.07,1953,0.525,681,433,3608,1361,122,919,2860,1602,1531,588,607,3176,2424,2755,1171,1279,1277,3320,1512,2789780,2025-26,2
Lineups,-1629008-1642856-,M. Porter Jr. - E. Dëmin,1610612751,BKN,43,13,30,0.302,924.0,111.0,112.8,117.0,117.4,-6.0,-4.5,0.704,1.92,20.1,0.271,0.695,0.472,0.148,0.548,0.581,99.9,98.88,82.4,1904,0.463,409,1169,4698,3348,124,1667,3585,2701,1064,1644,833,3280,2275,3431,2747,1809,1944,3956,2941,2770590,2025-26,2
Lineups,-1628983-1631096-,S. Gilgeous-Alexander - C. Holmgren,1610612760,OKC,47,37,10,0.787,924.0,122.5,122.0,103.5,104.1,19.0,17.9,0.542,2.2,18.0,0.261,0.705,0.502,0.111,0.589,0.63,103.0,102.9,85.75,1987,0.597,252,26,3072,494,123,492,1267,540,4011,863,2217,3509,1932,2066,741,716,593,2460,544,2772230,2025-26,2
Lineups,-1627742-1642347-,B. Ingram - J. Shead,1610612761,TOR,59,34,25,0.576,919.0,113.1,112.7,111.0,110.6,2.1,2.1,0.701,2.12,20.4,0.297,0.699,0.493,0.138,0.549,0.583,99.4,99.77,83.14,1911,0.515,14,71,4546,1694,125,1689,2354,1804,1104,1019,703,2593,2172,2589,2065,1773,1854,3722,1707,2758075,2025-26,2
Lineups,-1626181-1628389-,N. Powell - B. Adebayo,1610612748,MIA,41,21,20,0.512,914.0,115.6,116.2,110.6,110.6,5.0,5.6,0.659,2.04,19.4,0.283,0.737,0.506,0.134,0.558,0.595,106.5,106.21,88.5,2031,0.529,489,557,4234,2104,126,1072,2355,1413,1902,1185,1219,2982,1062,1940,1795,1441,1382,1170,1422,2742910,2025-26,2
Lineups,-1641705-1642264-,V. Wembanyama - S. Castle,1610612759,SAS,46,33,13,0.717,912.0,117.1,117.7,104.7,103.6,12.3,14.2,0.677,2.11,20.2,0.272,0.714,0.508,0.135,0.578,0.613,103.0,103.24,86.04,1954,0.576,291,91,3485,744,127,851,1215,678,1480,1040,770,3248,1660,1863,1870,875,876,2339,675,2735150,2025-26,2
Lineups,-201942-1642875-,D. DeRozan - M. Raynaud,1610612758,SAC,52,13,39,0.25,910.0,111.1,110.5,121.3,122.5,-10.2,-12.0,0.601,1.95,18.3,0.267,0.695,0.476,0.129,0.535,0.573,102.6,102.42,85.35,1950,0.456,115,1169,4789,3558,128,2132,4085,3502,3109,1551,1937,3357,2300,3292,1491,2301,2261,2658,3075,2729755,2025-26,2
Lineups,-203999-1629661-,N. Jokić - C. Johnson,1610612743,DEN,37,24,13,0.649,909.0,123.8,124.6,114.0,114.4,9.8,10.2,0.678,2.34,21.3,0.303,0.725,0.524,0.131,0.604,0.639,103.2,102.65,85.54,1948,0.55,681,404,3485,1141,129,377,3097,964,1461,631,426,2428,1319,1265,1625,530,507,2560,1019,2725650,2025-26,2
Lineups,-203084-1630577-,H. Barnes - J. Champagnie,1610612759,SAS,60,43,17,0.717,908.0,117.5,117.9,111.4,112.1,6.1,5.8,0.639,2.12,18.9,0.273,0.719,0.497,0.125,0.561,0.602,102.4,101.95,84.96,1934,0.529,8,2,3953,747,130,827,2662,1400,2274,1027,1502,3236,1483,2448,1226,1347,1152,2885,1433,2725415,2025-26,2
Lineups,-1630577-1642264-,J. Champagnie - S. Castle,1610612759,SAS,51,37,14,0.725,906.0,115.2,115.8,105.2,104.8,10.0,11.0,0.67,1.92,19.5,0.293,0.723,0.517,0.144,0.563,0.6,103.7,103.66,86.38,1950,0.557,140,26,3608,716,131,1135,1348,896,1597,1660,1164,2686,1379,1512,2505,1265,1226,2174,908,2718005,2025-26,2
Lineups,-202699-1641709-,T. Harris - A. Thompson,1610612765,DET,44,32,12,0.727,902.0,117.4,119.0,108.1,108.6,9.3,10.4,0.617,2.03,18.9,0.38,0.728,0.552,0.137,0.547,0.579,102.7,101.79,84.83,1903,0.543,366,120,3347,694,132,716,1959,946,2786,1231,1555,790,1245,655,1977,1847,2004,2947,1134,2706865,2025-26,2
Lineups,-1630180-1642847-,S. Bey - J. Fears,1610612740,NOP,56,18,38,0.321,901.0,111.2,111.4,118.4,118.9,-7.2,-7.5,0.587,1.74,17.3,0.312,0.678,0.491,0.139,0.522,0.564,103.8,103.54,86.28,1941,0.463,47,736,4781,3287,133,1942,3751,3049,3440,2280,2728,2178,2865,2682,2091,2833,2660,2220,2929,2703020,2025-26,2
Lineups,-203084-1628368-,H. Barnes - D. Fox,1610612759,SAS,51,37,14,0.725,898.0,118.0,117.8,110.8,110.1,7.1,7.7,0.638,2.39,19.1,0.262,0.718,0.494,0.111,0.557,0.6,104.0,104.35,86.96,1951,0.536,140,26,3608,716,135,837,2264,1192,2296,567,1391,3499,1521,2559,740,1484,1216,1865,1275,2693620,2025-26,2
Lineups,-201142-1642263-,K. Durant - R. Sheppard,1610612745,HOU,57,35,22,0.614,898.0,114.8,115.6,110.6,108.2,4.2,7.4,0.577,1.49,17.1,0.388,0.696,0.545,0.164,0.548,0.584,100.1,100.93,84.11,1914,0.545,33,57,4385,1412,134,1172,1864,1221,3595,3119,2918,710,2236,777,3470,1829,1817,3301,1096,2694300,2025-26,2
Lineups,-1631217-1642851-,M. Diabaté - K. Knueppel,1610612766,CHA,53,29,24,0.547,895.0,118.7,121.0,108.2,107.5,10.5,13.5,0.667,1.91,19.5,0.367,0.728,0.547,0.149,0.571,0.607,99.9,99.29,82.74,1842,0.552,94,210,4498,1902,136,538,1746,713,1623,1682,1179,987,1238,732,2807,1055,1035,3866,991,2685220,2025-26,2
